Kategori,Isi
Keuangan,"Transfer Rp 63,000,000 ke Bank BCA rek 9509804114 a/n Dewi Lestari."
IT Security,Peringatan: Akses server via IP 214.26.205.233 dengan API Key R8DBDALWJU0ZH3I24V3E terdeteksi.
Keuangan,"Transfer Rp 79,000,000 ke Bank BRI rek 6566896386 a/n Dewi Lestari."
IT Security,Peringatan: Akses server via IP 45.205.251.137 dengan API Key UDK3TFTLAAP6QJ0L2GTH terdeteksi.
IT Security,Peringatan: Akses server via IP 2.14.122.142 dengan API Key 93W1EPW64NCSTC8TGRGU terdeteksi.
HRD,Data Karyawan: Dewi Lestari (NIK: 5408505537260523) Gaji Rp 26jt.
HRD,Data Karyawan: Siti Aminah (NIK: 5305612764390020) Gaji Rp 21jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
IT Security,Peringatan: Akses server via IP 193.187.56.58 dengan API Key BT0W9NHI60XYEZ8L6832 terdeteksi.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
IT Security,Peringatan: Akses server via IP 233.80.40.33 dengan API Key T3IH8KTT4ZVZROHS3C2K terdeteksi.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
IT Security,Peringatan: Akses server via IP 21.167.27.60 dengan API Key SWBXLF20BN0J3PPIRUXB terdeteksi.
HRD,Data Karyawan: Dewi Lestari (NIK: 3877556174534594) Gaji Rp 17jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
Keuangan,"Transfer Rp 22,000,000 ke Bank Mandiri rek 7559541373 a/n Budi Santoso."
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
Keuangan,"Transfer Rp 74,000,000 ke Bank BNI rek 3840377993 a/n Budi Santoso."
IT Security,Peringatan: Akses server via IP 1.206.47.201 dengan API Key Q65NZ10KHDNCDENXRS8P terdeteksi.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
HRD,Data Karyawan: Rizky Pratama (NIK: 4483386027475315) Gaji Rp 16jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
HRD,Data Karyawan: Siti Aminah (NIK: 4221147821583488) Gaji Rp 11jt.
HRD,Data Karyawan: Rizky Pratama (NIK: 4359609213479888) Gaji Rp 41jt.
HRD,Data Karyawan: Ahmad Hidayat (NIK: 5671701177030916) Gaji Rp 13jt.
HRD,Data Karyawan: Dewi Lestari (NIK: 5581441716461471) Gaji Rp 50jt.
IT Security,Peringatan: Akses server via IP 228.129.213.253 dengan API Key OU6IZ4JU93TXR557AAA5 terdeteksi.
HRD,Data Karyawan: Dewi Lestari (NIK: 4067829960375534) Gaji Rp 47jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
HRD,Data Karyawan: Rizky Pratama (NIK: 9026586811278930) Gaji Rp 16jt.
HRD,Data Karyawan: Budi Santoso (NIK: 1652663837708263) Gaji Rp 32jt.
HRD,Data Karyawan: Rizky Pratama (NIK: 7353705039726187) Gaji Rp 27jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
HRD,Data Karyawan: Ahmad Hidayat (NIK: 1385010961535424) Gaji Rp 42jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
Keuangan,"Transfer Rp 58,000,000 ke Bank BRI rek 8564104381 a/n Siti Aminah."
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
HRD,Data Karyawan: Ahmad Hidayat (NIK: 9363899578904076) Gaji Rp 39jt.
Keuangan,"Transfer Rp 52,000,000 ke Bank BNI rek 4490549305 a/n Budi Santoso."
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
Keuangan,"Transfer Rp 33,000,000 ke Bank BRI rek 1136345525 a/n Rizky Pratama."
IT Security,Peringatan: Akses server via IP 75.217.51.183 dengan API Key TYSZC7OUY5SU4UHFN8KU terdeteksi.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
HRD,Data Karyawan: Ahmad Hidayat (NIK: 6147707976946746) Gaji Rp 5jt.
Keuangan,"Transfer Rp 53,000,000 ke Bank BNI rek 3465203062 a/n Dewi Lestari."
Keuangan,"Transfer Rp 43,000,000 ke Bank BCA rek 7416000773 a/n Budi Santoso."
Keuangan,"Transfer Rp 70,000,000 ke Bank BRI rek 0526149440 a/n Rizky Pratama."
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
IT Security,Peringatan: Akses server via IP 202.229.188.103 dengan API Key 6YLFUTZQI3EZVWBN2WJF terdeteksi.
IT Security,Peringatan: Akses server via IP 105.231.235.108 dengan API Key ZYLI63AOTW36DG58TB98 terdeteksi.
HRD,Data Karyawan: Rizky Pratama (NIK: 0578021575311926) Gaji Rp 5jt.
Keuangan,"Transfer Rp 52,000,000 ke Bank Mandiri rek 5413197718 a/n Rizky Pratama."
IT Security,Peringatan: Akses server via IP 194.23.80.35 dengan API Key P486OO0T5005HTRCTLWR terdeteksi.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
IT Security,Peringatan: Akses server via IP 124.131.202.60 dengan API Key A61G8XZK9GI9V3RBLQTG terdeteksi.
Keuangan,"Transfer Rp 54,000,000 ke Bank BCA rek 8380016165 a/n Dewi Lestari."
HRD,Data Karyawan: Rizky Pratama (NIK: 0019023940139937) Gaji Rp 23jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
IT Security,Peringatan: Akses server via IP 45.255.108.159 dengan API Key 7JCUEZWD0JPA5ERQGNBZ terdeteksi.
Keuangan,"Transfer Rp 10,000,000 ke Bank BRI rek 6706362829 a/n Siti Aminah."
HRD,Data Karyawan: Dewi Lestari (NIK: 3419235750477361) Gaji Rp 11jt.
IT Security,Peringatan: Akses server via IP 50.13.187.186 dengan API Key 2EEB2X7PZ4AE5SZNEF2M terdeteksi.
Keuangan,"Transfer Rp 54,000,000 ke Bank BNI rek 4276748460 a/n Ahmad Hidayat."
HRD,Data Karyawan: Dewi Lestari (NIK: 8904134643727279) Gaji Rp 32jt.
HRD,Data Karyawan: Siti Aminah (NIK: 3883998547202152) Gaji Rp 18jt.
IT Security,Peringatan: Akses server via IP 106.111.208.33 dengan API Key QKJDAJZQ0G5XWS3725W6 terdeteksi.
IT Security,Peringatan: Akses server via IP 12.144.178.17 dengan API Key DMW5WNDVL546UIQSE4ER terdeteksi.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
Keuangan,"Transfer Rp 19,000,000 ke Bank BRI rek 6334564043 a/n Budi Santoso."
IT Security,Peringatan: Akses server via IP 104.183.149.168 dengan API Key S2G5OPOR2CVV11HMPIWI terdeteksi.
HRD,Data Karyawan: Dewi Lestari (NIK: 3320788883922124) Gaji Rp 48jt.
Keuangan,"Transfer Rp 36,000,000 ke Bank BNI rek 1023131218 a/n Rizky Pratama."
IT Security,Peringatan: Akses server via IP 60.74.115.183 dengan API Key ME6HKTXYT0BDNH4E9M2W terdeteksi.
HRD,Data Karyawan: Rizky Pratama (NIK: 5299242204160904) Gaji Rp 41jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
Keuangan,"Transfer Rp 46,000,000 ke Bank BCA rek 7102999841 a/n Rizky Pratama."
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
Keuangan,"Transfer Rp 86,000,000 ke Bank BNI rek 9442848115 a/n Rizky Pratama."
IT Security,Peringatan: Akses server via IP 180.78.47.43 dengan API Key MHDJYUGY2WX4AXT9YTQB terdeteksi.
Keuangan,"Transfer Rp 45,000,000 ke Bank BCA rek 6312010830 a/n Dewi Lestari."
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
Keuangan,"Transfer Rp 63,000,000 ke Bank BRI rek 9391799187 a/n Siti Aminah."
IT Security,Peringatan: Akses server via IP 45.144.47.213 dengan API Key 35QLQRRKWZ8U176SOHKS terdeteksi.
IT Security,Peringatan: Akses server via IP 223.73.217.167 dengan API Key DYQY6RT3XT10JKECE9IH terdeteksi.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
Keuangan,"Transfer Rp 53,000,000 ke Bank BRI rek 6431309613 a/n Rizky Pratama."
Keuangan,"Transfer Rp 2,000,000 ke Bank BRI rek 5332117472 a/n Dewi Lestari."
IT Security,Peringatan: Akses server via IP 119.114.237.27 dengan API Key BM72K3KOGPJSDR4N5OP4 terdeteksi.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
HRD,Data Karyawan: Ahmad Hidayat (NIK: 1188748818223158) Gaji Rp 39jt.
HRD,Data Karyawan: Dewi Lestari (NIK: 1281689816414611) Gaji Rp 18jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
IT Security,Peringatan: Akses server via IP 77.149.255.170 dengan API Key CERQQJACT1I2PU02GIPG terdeteksi.
IT Security,Peringatan: Akses server via IP 209.222.221.222 dengan API Key DQ22ENEQP60YNI1J8RDH terdeteksi.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
Keuangan,"Transfer Rp 31,000,000 ke Bank BNI rek 6454208634 a/n Dewi Lestari."
HRD,Data Karyawan: Budi Santoso (NIK: 5767234901149535) Gaji Rp 43jt.
IT Security,Peringatan: Akses server via IP 114.18.122.243 dengan API Key XJURUH9GTS2XAWQK2B2L terdeteksi.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
HRD,Data Karyawan: Dewi Lestari (NIK: 5945634794143352) Gaji Rp 24jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
Keuangan,"Transfer Rp 21,000,000 ke Bank BCA rek 4557865290 a/n Ahmad Hidayat."
Keuangan,"Transfer Rp 92,000,000 ke Bank BRI rek 5609432901 a/n Dewi Lestari."
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
Keuangan,"Transfer Rp 41,000,000 ke Bank BCA rek 1559231561 a/n Rizky Pratama."
Keuangan,"Transfer Rp 15,000,000 ke Bank BCA rek 6665665243 a/n Rizky Pratama."
IT Security,Peringatan: Akses server via IP 177.57.35.103 dengan API Key FMJIMV2CKTY631P90NNS terdeteksi.
IT Security,Peringatan: Akses server via IP 19.20.1.62 dengan API Key OY2112FWBNJNIH6EZEMN terdeteksi.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
Keuangan,"Transfer Rp 85,000,000 ke Bank BNI rek 6490249064 a/n Siti Aminah."
Keuangan,"Transfer Rp 84,000,000 ke Bank BCA rek 9153890846 a/n Budi Santoso."
IT Security,Peringatan: Akses server via IP 247.175.229.252 dengan API Key 9SV4I8HU2QF666G098X3 terdeteksi.
Keuangan,"Transfer Rp 28,000,000 ke Bank BCA rek 9169466246 a/n Dewi Lestari."
IT Security,Peringatan: Akses server via IP 129.238.15.200 dengan API Key 16H2GU4H95UZP7LOHJBH terdeteksi.
IT Security,Peringatan: Akses server via IP 254.174.39.199 dengan API Key 2SSLIBFUBQB39HEFPIC0 terdeteksi.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
IT Security,Peringatan: Akses server via IP 251.16.116.91 dengan API Key 37BUAPUXFP3OH623VINE terdeteksi.
Keuangan,"Transfer Rp 39,000,000 ke Bank Mandiri rek 0233765688 a/n Dewi Lestari."
IT Security,Peringatan: Akses server via IP 78.162.148.163 dengan API Key A1ZS626WWFMIJ2UPI1CJ terdeteksi.
Keuangan,"Transfer Rp 44,000,000 ke Bank BNI rek 7320655806 a/n Siti Aminah."
HRD,Data Karyawan: Rizky Pratama (NIK: 0641092697237469) Gaji Rp 48jt.
Keuangan,"Transfer Rp 15,000,000 ke Bank Mandiri rek 9307804630 a/n Budi Santoso."
Keuangan,"Transfer Rp 27,000,000 ke Bank BCA rek 2667589078 a/n Budi Santoso."
HRD,Data Karyawan: Ahmad Hidayat (NIK: 7719564245100163) Gaji Rp 39jt.
IT Security,Peringatan: Akses server via IP 22.241.36.239 dengan API Key E4TCVPPLR6UCKY7IT9KZ terdeteksi.
IT Security,Peringatan: Akses server via IP 107.179.212.113 dengan API Key H5RJMCDMX44DBEN9UPQ0 terdeteksi.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
Keuangan,"Transfer Rp 94,000,000 ke Bank Mandiri rek 7815535195 a/n Ahmad Hidayat."
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
IT Security,Peringatan: Akses server via IP 16.71.44.117 dengan API Key 7IWP134C4W4SQ6HNMU6W terdeteksi.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
IT Security,Peringatan: Akses server via IP 64.131.221.12 dengan API Key PBRKNA7FZFLUN1ZZBPNZ terdeteksi.
IT Security,Peringatan: Akses server via IP 51.50.75.157 dengan API Key FEKYT2HJGTVY7SDNSSGY terdeteksi.
HRD,Data Karyawan: Ahmad Hidayat (NIK: 8928790783479939) Gaji Rp 22jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
IT Security,Peringatan: Akses server via IP 212.196.184.161 dengan API Key QLTUYP2EM5K8GVR4MCIW terdeteksi.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
Keuangan,"Transfer Rp 71,000,000 ke Bank BNI rek 4936169316 a/n Rizky Pratama."
HRD,Data Karyawan: Rizky Pratama (NIK: 2284434445908915) Gaji Rp 44jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
HRD,Data Karyawan: Rizky Pratama (NIK: 9876705119214597) Gaji Rp 27jt.
HRD,Data Karyawan: Rizky Pratama (NIK: 2574183608870294) Gaji Rp 34jt.
Keuangan,"Transfer Rp 79,000,000 ke Bank BCA rek 1143321197 a/n Budi Santoso."
HRD,Data Karyawan: Dewi Lestari (NIK: 5706075819575144) Gaji Rp 28jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
HRD,Data Karyawan: Rizky Pratama (NIK: 6998996997350086) Gaji Rp 12jt.
Keuangan,"Transfer Rp 32,000,000 ke Bank Mandiri rek 6964745938 a/n Dewi Lestari."
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
HRD,Data Karyawan: Siti Aminah (NIK: 0164994177731869) Gaji Rp 47jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
IT Security,Peringatan: Akses server via IP 50.34.160.30 dengan API Key JU8GIMOFN76WOTI34SHM terdeteksi.
IT Security,Peringatan: Akses server via IP 124.164.161.19 dengan API Key F2O7X1YQ1GU0MSM6I29H terdeteksi.
HRD,Data Karyawan: Siti Aminah (NIK: 9185253304713446) Gaji Rp 35jt.
HRD,Data Karyawan: Dewi Lestari (NIK: 8712795427007460) Gaji Rp 6jt.
HRD,Data Karyawan: Budi Santoso (NIK: 1809599686416469) Gaji Rp 13jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
Keuangan,"Transfer Rp 48,000,000 ke Bank BRI rek 6097329374 a/n Siti Aminah."
Keuangan,"Transfer Rp 50,000,000 ke Bank BRI rek 9985668583 a/n Budi Santoso."
HRD,Data Karyawan: Siti Aminah (NIK: 6199427051596593) Gaji Rp 8jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
Keuangan,"Transfer Rp 98,000,000 ke Bank BRI rek 6178854727 a/n Ahmad Hidayat."
IT Security,Peringatan: Akses server via IP 251.72.250.231 dengan API Key 5J2CQJP4V3JC5DFM10Q0 terdeteksi.
HRD,Data Karyawan: Siti Aminah (NIK: 1933446184283771) Gaji Rp 49jt.
Keuangan,"Transfer Rp 94,000,000 ke Bank BRI rek 8080322374 a/n Budi Santoso."
IT Security,Peringatan: Akses server via IP 143.101.93.59 dengan API Key FTOLHVNMMX2VJYQSNMUJ terdeteksi.
IT Security,Peringatan: Akses server via IP 97.235.248.42 dengan API Key 4WOI196R502FA0ODG6WH terdeteksi.
HRD,Data Karyawan: Ahmad Hidayat (NIK: 1422651281728078) Gaji Rp 29jt.
IT Security,Peringatan: Akses server via IP 18.94.172.137 dengan API Key UFJZZAV9478P8JVPB3Q7 terdeteksi.
HRD,Data Karyawan: Siti Aminah (NIK: 7487600228367503) Gaji Rp 16jt.
HRD,Data Karyawan: Siti Aminah (NIK: 4975102062103930) Gaji Rp 33jt.
Keuangan,"Transfer Rp 83,000,000 ke Bank BCA rek 8597079390 a/n Rizky Pratama."
Keuangan,"Transfer Rp 37,000,000 ke Bank BCA rek 6533906375 a/n Ahmad Hidayat."
IT Security,Peringatan: Akses server via IP 189.51.70.135 dengan API Key WZJL40IQBED100QEBA29 terdeteksi.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
IT Security,Peringatan: Akses server via IP 55.112.228.30 dengan API Key 8GDHJ9DJ0SWAUTAOS92O terdeteksi.
HRD,Data Karyawan: Siti Aminah (NIK: 2227776449216825) Gaji Rp 24jt.
IT Security,Peringatan: Akses server via IP 197.248.27.225 dengan API Key BKWSGLIW19K0Z9K6HOPK terdeteksi.
IT Security,Peringatan: Akses server via IP 185.129.107.166 dengan API Key EUW768VJI7F7JSERU8B7 terdeteksi.
HRD,Data Karyawan: Ahmad Hidayat (NIK: 7905043946652311) Gaji Rp 29jt.
HRD,Data Karyawan: Rizky Pratama (NIK: 1541113488648075) Gaji Rp 38jt.
IT Security,Peringatan: Akses server via IP 159.241.243.54 dengan API Key ECOC5BK2PGC4ZLDA147Q terdeteksi.
Keuangan,"Transfer Rp 95,000,000 ke Bank Mandiri rek 0129105061 a/n Dewi Lestari."
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
IT Security,Peringatan: Akses server via IP 46.64.52.201 dengan API Key 03V35F4JONMT5PSCXYKW terdeteksi.
HRD,Data Karyawan: Siti Aminah (NIK: 0915891289297899) Gaji Rp 25jt.
HRD,Data Karyawan: Rizky Pratama (NIK: 0431726662543974) Gaji Rp 13jt.
Keuangan,"Transfer Rp 56,000,000 ke Bank BNI rek 1540069884 a/n Rizky Pratama."
IT Security,Peringatan: Akses server via IP 174.145.38.218 dengan API Key 1I7RXDJX65A5TRQY1H8R terdeteksi.
HRD,Data Karyawan: Dewi Lestari (NIK: 1105975851891131) Gaji Rp 38jt.
HRD,Data Karyawan: Rizky Pratama (NIK: 0454537469347881) Gaji Rp 42jt.
IT Security,Peringatan: Akses server via IP 111.213.121.146 dengan API Key EODAE7OI0ELH1SAHNRX0 terdeteksi.
IT Security,Peringatan: Akses server via IP 128.121.185.80 dengan API Key V13M4E73EZQFYEZG8LZ3 terdeteksi.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
IT Security,Peringatan: Akses server via IP 178.100.95.194 dengan API Key JATJNFFE8A6RUX0894XP terdeteksi.
HRD,Data Karyawan: Budi Santoso (NIK: 6939052536962306) Gaji Rp 20jt.
HRD,Data Karyawan: Ahmad Hidayat (NIK: 5359393854757151) Gaji Rp 25jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
Keuangan,"Transfer Rp 57,000,000 ke Bank Mandiri rek 9189964248 a/n Rizky Pratama."
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
HRD,Data Karyawan: Dewi Lestari (NIK: 8790613847718528) Gaji Rp 28jt.
Keuangan,"Transfer Rp 22,000,000 ke Bank BNI rek 7734483414 a/n Budi Santoso."
IT Security,Peringatan: Akses server via IP 1.37.54.37 dengan API Key MC39KSI0NV7GU13ELUDG terdeteksi.
IT Security,Peringatan: Akses server via IP 12.154.99.47 dengan API Key 6RSCNQ9W1EVNYAS3SF69 terdeteksi.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
HRD,Data Karyawan: Siti Aminah (NIK: 6952144986638369) Gaji Rp 50jt.
IT Security,Peringatan: Akses server via IP 69.63.185.247 dengan API Key 8NNWZC7X1FVYG4TZ7KRY terdeteksi.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
IT Security,Peringatan: Akses server via IP 144.10.46.183 dengan API Key XER04RR1PUTBG85B99SF terdeteksi.
Keuangan,"Transfer Rp 10,000,000 ke Bank BCA rek 9579475209 a/n Budi Santoso."
Keuangan,"Transfer Rp 88,000,000 ke Bank Mandiri rek 2707068050 a/n Dewi Lestari."
IT Security,Peringatan: Akses server via IP 15.60.15.213 dengan API Key WWA7TU4J38IMEKYOOPYI terdeteksi.
HRD,Data Karyawan: Ahmad Hidayat (NIK: 0958117350930963) Gaji Rp 28jt.
HRD,Data Karyawan: Ahmad Hidayat (NIK: 4676951027966524) Gaji Rp 39jt.
Keuangan,"Transfer Rp 67,000,000 ke Bank BNI rek 6698415645 a/n Siti Aminah."
HRD,Data Karyawan: Siti Aminah (NIK: 2952526957110522) Gaji Rp 47jt.
Keuangan,"Transfer Rp 12,000,000 ke Bank BNI rek 2278758044 a/n Dewi Lestari."
Keuangan,"Transfer Rp 97,000,000 ke Bank BCA rek 4531561830 a/n Siti Aminah."
IT Security,Peringatan: Akses server via IP 167.217.61.236 dengan API Key 2LUEIUYNLCCZU0NZYUDD terdeteksi.
HRD,Data Karyawan: Siti Aminah (NIK: 3210768426269896) Gaji Rp 47jt.
IT Security,Peringatan: Akses server via IP 212.87.174.101 dengan API Key K08XVHIK0D1JCLBG6LWC terdeteksi.
HRD,Data Karyawan: Budi Santoso (NIK: 4513282906065560) Gaji Rp 33jt.
HRD,Data Karyawan: Siti Aminah (NIK: 3290609352406714) Gaji Rp 20jt.
HRD,Data Karyawan: Dewi Lestari (NIK: 3220760493828740) Gaji Rp 43jt.
IT Security,Peringatan: Akses server via IP 94.181.69.85 dengan API Key ZFO6NCKKQF9AC6L0KLF4 terdeteksi.
Keuangan,"Transfer Rp 57,000,000 ke Bank Mandiri rek 4509200235 a/n Ahmad Hidayat."
IT Security,Peringatan: Akses server via IP 132.35.143.141 dengan API Key 6TCQC4W5632B6YSM4K3X terdeteksi.
IT Security,Peringatan: Akses server via IP 181.39.172.46 dengan API Key NXYCVNLBW2R9UM5DVK12 terdeteksi.
IT Security,Peringatan: Akses server via IP 14.111.200.202 dengan API Key N1FTILTJA7NDIMKEKPZ2 terdeteksi.
IT Security,Peringatan: Akses server via IP 224.69.122.105 dengan API Key YUR2LOQQAABJY66AT6C5 terdeteksi.
HRD,Data Karyawan: Dewi Lestari (NIK: 8479530355604555) Gaji Rp 33jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
Keuangan,"Transfer Rp 34,000,000 ke Bank BNI rek 4343829502 a/n Ahmad Hidayat."
IT Security,Peringatan: Akses server via IP 164.41.171.198 dengan API Key 6RYU4F36OV5CJ1D1M5HO terdeteksi.
HRD,Data Karyawan: Ahmad Hidayat (NIK: 4154646658159671) Gaji Rp 29jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
IT Security,Peringatan: Akses server via IP 23.153.211.234 dengan API Key XRJIE6BDM6024RAC96V8 terdeteksi.
HRD,Data Karyawan: Ahmad Hidayat (NIK: 6325137500104480) Gaji Rp 39jt.
IT Security,Peringatan: Akses server via IP 229.161.45.45 dengan API Key YPL9RXNXSUTAAQHSEEUA terdeteksi.
Keuangan,"Transfer Rp 34,000,000 ke Bank BNI rek 3620351210 a/n Rizky Pratama."
HRD,Data Karyawan: Rizky Pratama (NIK: 1746269506270896) Gaji Rp 50jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
IT Security,Peringatan: Akses server via IP 212.158.120.81 dengan API Key DS7EQY3SFSGWS6LWMM0P terdeteksi.
IT Security,Peringatan: Akses server via IP 75.136.185.13 dengan API Key T8RA4RT2G1TSCX8QYNSW terdeteksi.
Keuangan,"Transfer Rp 74,000,000 ke Bank BRI rek 5097703498 a/n Dewi Lestari."
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
Keuangan,"Transfer Rp 36,000,000 ke Bank BCA rek 7897232332 a/n Budi Santoso."
HRD,Data Karyawan: Rizky Pratama (NIK: 6335182674246415) Gaji Rp 6jt.
IT Security,Peringatan: Akses server via IP 47.78.155.125 dengan API Key C5G4FDBJRRA9MTDE4I15 terdeteksi.
HRD,Data Karyawan: Ahmad Hidayat (NIK: 4888359123839418) Gaji Rp 42jt.
HRD,Data Karyawan: Budi Santoso (NIK: 3844534164011465) Gaji Rp 17jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
HRD,Data Karyawan: Rizky Pratama (NIK: 5273972795668145) Gaji Rp 7jt.
HRD,Data Karyawan: Siti Aminah (NIK: 4698691024833978) Gaji Rp 18jt.
Keuangan,"Transfer Rp 6,000,000 ke Bank BNI rek 4717296435 a/n Rizky Pratama."
Keuangan,"Transfer Rp 17,000,000 ke Bank BNI rek 2343263399 a/n Budi Santoso."
IT Security,Peringatan: Akses server via IP 206.214.160.248 dengan API Key RM4UI4O0QEHZ3SN0T06G terdeteksi.
HRD,Data Karyawan: Ahmad Hidayat (NIK: 8508942272648385) Gaji Rp 50jt.
Keuangan,"Transfer Rp 55,000,000 ke Bank Mandiri rek 3091468590 a/n Siti Aminah."
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
Keuangan,"Transfer Rp 81,000,000 ke Bank BCA rek 4910966562 a/n Rizky Pratama."
IT Security,Peringatan: Akses server via IP 99.118.21.9 dengan API Key SXZWOVCZYWY6ZLYFD7U6 terdeteksi.
HRD,Data Karyawan: Ahmad Hidayat (NIK: 7539261159637888) Gaji Rp 36jt.
HRD,Data Karyawan: Siti Aminah (NIK: 6918206749783687) Gaji Rp 25jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
IT Security,Peringatan: Akses server via IP 17.223.152.251 dengan API Key ZETCUUJWZ8MWONQJPP63 terdeteksi.
HRD,Data Karyawan: Rizky Pratama (NIK: 2402614441287751) Gaji Rp 29jt.
HRD,Data Karyawan: Ahmad Hidayat (NIK: 5105326120737893) Gaji Rp 31jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
